genero,idade,peso,percentual_de_gordura,imc,tipo_de_dieta,tipo_de_treino,frequencia_de_treino_semanal,nivel_de_experiencia
Masculino,54,43.0,18.1,15.04,Vegana,Força,2,Iniciante
Masculino,32,62.2,23.5,23.43,Baixo Carboidrato,Força,4,Avançado
Masculino,29,72.2,26.1,30.06,Vegetariana,Yoga,4,Intermediário
Feminino,42,58.3,23.9,22.77,Vegetariana,Força,2,Intermediário
Feminino,28,72.5,28.1,25.69,Cetogênica,Cardio,3,Intermediário
Masculino,18,72.3,31.7,30.5,Balanceada,Força,2,Iniciante
Feminino,54,114.9,32.4,31.18,Cetogênica,Yoga,4,Iniciante
Feminino,46,57.1,21.4,22.3,Cetogênica,Cardio,3,Iniciante
Feminino,43,80.3,27.0,25.35,Vegana,Cardio,4,Intermediário
Feminino,59,54.1,21.7,17.67,Vegana,HIIT,4,Intermediário
Feminino,39,62.2,30.0,26.56,Baixo Carboidrato,Força,5,Avançado
Feminino,18,92.7,33.0,30.61,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,20,92.1,23.7,24.47,Vegana,Yoga,2,Iniciante
Masculino,33,77.4,27.5,27.44,Paleolítica,Força,3,Intermediário
Masculino,50,57.9,23.4,23.19,Vegana,HIIT,4,Avançado
Masculino,42,55.6,21.4,18.56,Vegetariana,Yoga,5,Intermediário
Feminino,59,42.1,20.6,15.45,Paleolítica,Yoga,2,Iniciante
Masculino,28,87.3,24.5,28.18,Vegana,Força,3,Intermediário
Feminino,23,88.0,26.5,27.48,Balanceada,Yoga,4,Avançado
Feminino,33,63.8,25.1,24.03,Vegetariana,HIIT,4,Avançado
Feminino,27,71.9,20.4,18.54,Paleolítica,Cardio,3,Iniciante
Masculino,40,52.0,24.1,20.08,Vegetariana,Força,2,Iniciante
Masculino,42,64.0,22.4,23.52,Paleolítica,HIIT,2,Intermediário
Feminino,58,42.7,18.4,15.69,Balanceada,Cardio,1,Iniciante
Feminino,29,72.7,32.1,30.26,Vegetariana,Força,4,Intermediário
Feminino,48,43.9,20.0,16.31,Balanceada,HIIT,3,Intermediário
Masculino,26,54.9,18.6,19.45,Vegetariana,Yoga,3,Iniciante
Feminino,26,108.8,31.2,33.57,Cetogênica,Força,4,Iniciante
Masculino,38,107.5,32.5,30.43,Balanceada,Força,2,Iniciante
Masculino,49,52.2,23.4,15.41,Vegetariana,Força,3,Iniciante
Masculino,18,65.6,30.5,26.28,Cetogênica,Força,3,Iniciante
Feminino,37,85.3,25.9,26.32,Vegetariana,HIIT,4,Avançado
Masculino,43,60.4,21.1,22.17,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,23,42.6,17.7,13.91,Vegetariana,Yoga,2,Iniciante
Masculino,45,108.2,35.0,40.22,Paleolítica,HIIT,3,Iniciante
Feminino,39,70.5,28.9,29.36,Vegana,Cardio,3,Iniciante
Masculino,22,55.2,22.9,21.04,Paleolítica,Cardio,4,Avançado
Feminino,51,64.9,32.5,28.47,Vegana,HIIT,4,Avançado
Feminino,24,73.1,27.7,23.61,Vegetariana,Cardio,3,Iniciante
Feminino,55,84.9,30.6,26.48,Balanceada,Força,2,Iniciante
Masculino,19,65.4,28.4,28.31,Balanceada,HIIT,4,Intermediário
Feminino,56,75.5,27.7,27.06,Paleolítica,Yoga,2,Intermediário
Feminino,40,63.9,27.1,24.34,Cetogênica,Força,2,Iniciante
Feminino,19,73.9,22.8,23.58,Cetogênica,Força,2,Iniciante
Masculino,23,60.4,22.5,23.02,Paleolítica,HIIT,4,Avançado
Masculino,51,78.9,30.2,31.23,Cetogênica,Yoga,3,Iniciante
Feminino,41,120.1,35.0,43.07,Vegana,HIIT,1,Iniciante
Masculino,28,49.0,24.7,19.9,Vegana,Força,2,Iniciante
Feminino,29,56.0,24.3,21.6,Baixo Carboidrato,Força,3,Iniciante
Feminino,35,83.9,22.6,22.29,Cetogênica,Yoga,5,Avançado
Feminino,39,68.6,24.9,25.51,Vegana,Yoga,3,Intermediário
Masculino,50,57.5,14.6,15.76,Balanceada,Cardio,4,Intermediário
Feminino,36,88.4,27.7,30.97,Vegetariana,HIIT,5,Intermediário
Masculino,35,97.0,32.3,33.17,Baixo Carboidrato,HIIT,3,Intermediário
Feminino,47,62.1,28.1,26.17,Paleolítica,Cardio,4,Intermediário
Feminino,56,67.9,28.5,27.19,Balanceada,HIIT,1,Iniciante
Masculino,25,53.6,26.5,22.9,Paleolítica,Força,3,Iniciante
Feminino,27,51.8,21.6,20.0,Vegetariana,Yoga,3,Intermediário
Masculino,46,52.7,24.4,19.35,Cetogênica,Yoga,1,Iniciante
Masculino,45,61.6,24.3,21.06,Vegana,Força,3,Avançado
Masculino,18,64.4,23.2,19.45,Balanceada,Cardio,2,Intermediário
Feminino,32,78.8,28.7,28.59,Cetogênica,Yoga,4,Intermediário
Masculino,27,102.3,32.9,30.22,Cetogênica,Força,3,Iniciante
Masculino,38,86.5,29.9,26.13,Cetogênica,Força,5,Avançado
Masculino,37,83.0,26.5,27.42,Paleolítica,HIIT,4,Avançado
Masculino,38,71.8,22.1,22.92,Paleolítica,Yoga,2,Iniciante
Feminino,23,86.4,25.1,28.22,Balanceada,Yoga,3,Intermediário
Feminino,46,87.1,35.0,32.38,Cetogênica,HIIT,4,Intermediário
Feminino,56,68.3,29.9,28.06,Cetogênica,Força,4,Intermediário
Masculino,18,51.0,20.2,18.06,Cetogênica,HIIT,2,Intermediário
Masculino,35,78.3,31.0,28.06,Vegetariana,Yoga,3,Intermediário
Feminino,48,45.1,18.6,14.9,Paleolítica,Yoga,3,Iniciante
Feminino,26,75.6,27.0,24.41,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,34,75.6,24.9,20.08,Baixo Carboidrato,Cardio,4,Iniciante
Masculino,34,54.3,27.8,23.5,Paleolítica,Cardio,3,Iniciante
Feminino,54,49.9,22.0,19.26,Vegetariana,HIIT,1,Iniciante
Masculino,30,58.0,24.1,23.82,Cetogênica,Força,5,Avançado
Masculino,21,58.0,19.7,19.61,Baixo Carboidrato,Yoga,3,Intermediário
Masculino,45,95.3,28.2,28.78,Balanceada,Força,2,Iniciante
Feminino,31,87.0,28.0,30.48,Vegetariana,HIIT,3,Avançado
Masculino,32,73.7,26.2,23.8,Baixo Carboidrato,HIIT,4,Intermediário
Masculino,56,64.0,19.8,22.43,Paleolítica,Yoga,5,Intermediário
Masculino,28,101.4,31.6,29.94,Cetogênica,HIIT,3,Iniciante
Masculino,22,95.9,35.0,36.11,Vegana,Cardio,3,Intermediário
Feminino,52,65.7,29.3,28.45,Cetogênica,Força,4,Iniciante
Masculino,55,54.8,18.8,14.86,Cetogênica,Yoga,3,Iniciante
Masculino,53,94.4,24.6,24.82,Vegetariana,Cardio,3,Iniciante
Masculino,38,105.6,26.7,26.67,Vegana,HIIT,2,Iniciante
Masculino,23,117.1,34.3,36.56,Cetogênica,Força,4,Iniciante
Feminino,31,65.6,25.4,24.99,Vegetariana,HIIT,2,Iniciante
Masculino,39,61.4,21.0,22.54,Cetogênica,Força,2,Iniciante
Masculino,20,128.8,30.8,34.94,Paleolítica,Yoga,2,Iniciante
Feminino,18,118.9,35.0,44.22,Vegetariana,HIIT,2,Iniciante
Feminino,34,92.2,30.5,29.77,Cetogênica,Força,2,Iniciante
Feminino,19,82.6,24.5,21.5,Paleolítica,Cardio,5,Intermediário
Masculino,53,67.5,33.5,28.47,Paleolítica,HIIT,2,Iniciante
Feminino,41,61.8,22.0,22.98,Paleolítica,Força,4,Avançado
Feminino,46,59.4,23.4,20.55,Balanceada,HIIT,3,Avançado
Feminino,28,87.6,22.4,23.5,Vegetariana,HIIT,4,Avançado
Masculino,51,63.0,27.8,23.99,Vegana,Força,4,Intermediário
Masculino,40,72.0,34.7,28.13,Paleolítica,Yoga,2,Iniciante
Masculino,21,62.4,20.1,18.43,Baixo Carboidrato,Força,3,Iniciante
Feminino,24,40.6,17.0,15.11,Cetogênica,Força,1,Iniciante
Masculino,41,66.3,25.8,23.21,Vegana,Força,2,Iniciante
Feminino,33,92.1,30.6,29.72,Paleolítica,Yoga,2,Iniciante
Masculino,48,128.9,35.0,49.73,Baixo Carboidrato,HIIT,3,Iniciante
Feminino,21,93.2,33.1,31.12,Cetogênica,Cardio,1,Iniciante
Masculino,18,92.1,30.7,30.42,Vegetariana,Cardio,2,Iniciante
Masculino,54,77.8,23.8,21.56,Balanceada,Cardio,2,Iniciante
Feminino,27,54.9,19.3,17.14,Paleolítica,HIIT,4,Avançado
Feminino,24,57.5,26.7,23.02,Vegana,Força,2,Intermediário
Masculino,35,69.0,27.9,25.33,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,27,109.8,35.0,34.27,Vegetariana,Força,3,Intermediário
Masculino,59,96.7,32.2,33.08,Cetogênica,HIIT,3,Iniciante
Feminino,56,125.5,35.0,36.26,Cetogênica,HIIT,3,Iniciante
Feminino,39,72.3,29.2,28.25,Vegetariana,Cardio,2,Iniciante
Feminino,34,76.4,29.0,29.83,Vegetariana,Cardio,2,Iniciante
Feminino,25,76.6,23.8,23.89,Cetogênica,HIIT,2,Iniciante
Masculino,46,60.4,20.0,20.66,Vegana,Cardio,3,Avançado
Masculino,45,73.5,28.1,24.28,Balanceada,Cardio,3,Iniciante
Feminino,23,40.1,18.6,14.92,Balanceada,Yoga,1,Iniciante
Masculino,43,48.5,21.8,18.7,Baixo Carboidrato,Força,2,Iniciante
Masculino,32,83.9,27.5,27.71,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,45,51.1,17.5,14.61,Vegana,Yoga,3,Iniciante
Feminino,28,87.0,28.8,27.46,Balanceada,Força,3,Intermediário
Masculino,30,90.0,33.1,32.67,Paleolítica,Yoga,3,Intermediário
Feminino,43,54.5,19.8,18.2,Balanceada,Yoga,5,Avançado
Feminino,47,86.1,26.6,21.75,Baixo Carboidrato,Yoga,3,Avançado
Masculino,18,64.1,27.5,25.36,Vegetariana,Yoga,4,Intermediário
Feminino,32,74.5,24.1,24.06,Vegana,HIIT,4,Intermediário
Feminino,45,79.5,22.5,20.92,Paleolítica,HIIT,3,Intermediário
Feminino,42,78.7,24.7,21.12,Baixo Carboidrato,Cardio,1,Iniciante
Feminino,52,105.6,26.6,26.66,Paleolítica,Cardio,2,Iniciante
Feminino,55,39.7,16.3,12.26,Baixo Carboidrato,Força,4,Iniciante
Feminino,26,76.8,30.8,26.57,Paleolítica,Força,3,Iniciante
Masculino,22,78.7,28.9,27.23,Paleolítica,HIIT,4,Intermediário
Feminino,42,63.8,21.0,16.27,Baixo Carboidrato,Yoga,1,Iniciante
Masculino,24,81.3,21.3,21.39,Vegetariana,Yoga,3,Avançado
Feminino,53,115.5,29.9,31.33,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,47,97.9,29.2,27.12,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,49,95.7,34.5,36.91,Cetogênica,HIIT,3,Iniciante
Feminino,36,77.2,26.8,23.3,Vegetariana,Cardio,3,Intermediário
Masculino,52,51.7,21.4,17.06,Balanceada,Força,2,Intermediário
Masculino,33,64.4,22.4,20.31,Cetogênica,Yoga,4,Intermediário
Masculino,43,70.8,27.7,25.7,Cetogênica,Yoga,1,Iniciante
Masculino,28,125.5,32.2,31.07,Vegetariana,HIIT,3,Intermediário
Masculino,21,96.1,31.9,32.5,Vegana,Cardio,3,Iniciante
Feminino,38,42.5,20.4,13.87,Vegetariana,Força,2,Iniciante
Masculino,51,80.6,34.1,35.33,Balanceada,Força,2,Iniciante
Feminino,52,104.9,35.0,39.97,Paleolítica,Força,2,Iniciante
Masculino,19,49.0,20.6,17.35,Vegana,Força,3,Iniciante
Feminino,42,79.7,27.1,21.4,Vegetariana,HIIT,2,Iniciante
Masculino,51,63.5,30.6,26.76,Vegetariana,Força,3,Iniciante
Feminino,39,57.9,23.1,20.02,Cetogênica,Força,4,Iniciante
Masculino,42,50.2,19.8,18.67,Vegetariana,Cardio,3,Iniciante
Feminino,36,85.5,23.1,24.2,Paleolítica,Cardio,5,Avançado
Feminino,51,48.0,22.6,13.87,Paleolítica,Cardio,2,Iniciante
Feminino,18,63.2,23.1,23.81,Balanceada,HIIT,2,Iniciante
Feminino,56,50.7,20.1,17.53,Baixo Carboidrato,Cardio,1,Iniciante
Masculino,24,88.0,24.1,23.15,Paleolítica,HIIT,2,Iniciante
Feminino,42,71.8,28.8,25.15,Paleolítica,Yoga,3,Intermediário
Feminino,41,76.5,22.4,19.72,Vegetariana,Yoga,3,Iniciante
Masculino,57,62.3,27.6,26.97,Baixo Carboidrato,Cardio,3,Iniciante
Feminino,42,61.4,21.0,17.38,Cetogênica,Cardio,3,Iniciante
Masculino,38,123.4,35.0,47.02,Baixo Carboidrato,Yoga,4,Iniciante
Masculino,18,60.4,23.0,23.88,Balanceada,Cardio,2,Iniciante
Feminino,40,58.0,31.7,23.84,Vegetariana,Força,2,Iniciante
Feminino,18,127.5,30.9,34.24,Vegana,HIIT,4,Iniciante
Feminino,39,58.5,19.2,14.77,Vegetariana,Força,3,Iniciante
Masculino,28,126.1,30.8,31.52,Baixo Carboidrato,HIIT,3,Iniciante
Feminino,50,100.6,34.9,36.09,Cetogênica,Yoga,1,Iniciante
Masculino,50,57.1,20.3,15.66,Baixo Carboidrato,Cardio,4,Intermediário
Feminino,49,67.3,25.0,21.98,Baixo Carboidrato,Yoga,3,Iniciante
Masculino,43,48.5,18.5,15.67,Baixo Carboidrato,Cardio,1,Iniciante
Masculino,55,79.8,29.1,28.96,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,32,87.3,25.9,24.71,Balanceada,Força,5,Avançado
Masculino,49,56.3,25.8,21.98,Vegana,Força,5,Intermediário
Feminino,52,53.8,20.8,17.75,Vegetariana,Cardio,3,Iniciante
Feminino,26,53.6,25.0,22.91,Cetogênica,Cardio,2,Iniciante
Masculino,34,51.8,19.6,16.35,Baixo Carboidrato,Cardio,4,Iniciante
Feminino,23,58.6,27.6,25.7,Paleolítica,Força,1,Iniciante
Feminino,42,66.2,21.0,19.33,Cetogênica,HIIT,1,Iniciante
Feminino,35,64.6,28.2,25.55,Vegana,Força,5,Avançado
Feminino,24,81.4,22.2,21.42,Vegetariana,HIIT,3,Avançado
Masculino,39,102.7,27.0,27.28,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,47,41.2,20.2,16.49,Vegetariana,Força,4,Intermediário
Feminino,45,94.8,30.5,28.62,Vegana,HIIT,2,Intermediário
Masculino,25,87.0,25.4,24.88,Vegetariana,HIIT,3,Avançado
Feminino,47,79.5,27.4,25.38,Vegetariana,Cardio,3,Iniciante
Masculino,55,44.4,15.6,14.84,Vegetariana,Força,2,Iniciante
Feminino,57,111.9,35.0,43.16,Vegetariana,HIIT,2,Intermediário
Feminino,28,68.3,25.3,23.63,Balanceada,HIIT,2,Iniciante
Masculino,58,122.7,30.0,34.36,Paleolítica,Yoga,3,Iniciante
Masculino,41,94.5,26.5,23.62,Cetogênica,HIIT,3,Iniciante
Masculino,44,125.4,35.0,36.26,Baixo Carboidrato,HIIT,3,Intermediário
Feminino,46,58.7,21.9,20.33,Baixo Carboidrato,Yoga,4,Intermediário
Masculino,26,61.9,23.0,19.09,Paleolítica,Força,2,Iniciante
Feminino,18,63.6,27.4,27.19,Paleolítica,HIIT,2,Intermediário
Feminino,37,69.6,28.9,30.92,Balanceada,HIIT,1,Iniciante
Masculino,43,98.5,28.4,29.42,Vegana,Cardio,3,Intermediário
Masculino,18,83.5,22.9,24.67,Balanceada,HIIT,5,Avançado
Masculino,53,55.1,19.8,17.8,Paleolítica,Força,4,Intermediário
Masculino,22,96.7,35.0,36.39,Vegetariana,HIIT,3,Iniciante
Masculino,21,63.8,25.8,26.88,Vegetariana,Força,4,Intermediário
Feminino,48,84.2,30.4,29.84,Vegana,Yoga,3,Intermediário
Feminino,32,74.4,27.9,24.03,Balanceada,HIIT,4,Intermediário
Feminino,37,68.5,20.1,18.58,Balanceada,Cardio,4,Intermediário
Feminino,55,88.0,29.1,30.1,Cetogênica,Força,3,Intermediário
Feminino,36,70.4,31.2,25.88,Cetogênica,Força,2,Iniciante
Masculino,53,67.0,28.2,28.26,Vegana,Força,2,Iniciante
Masculino,59,70.4,24.7,24.96,Balanceada,Cardio,2,Intermediário
Masculino,49,55.6,23.7,23.13,Cetogênica,Força,4,Avançado
Masculino,18,73.0,22.7,22.78,Paleolítica,HIIT,2,Iniciante
Masculino,37,88.6,26.4,27.65,Vegetariana,Cardio,5,Avançado
Feminino,28,63.0,27.9,24.59,Cetogênica,Força,3,Iniciante
Masculino,37,61.1,26.9,25.44,Cetogênica,Força,3,Intermediário
Feminino,55,71.5,28.1,27.24,Cetogênica,Força,3,Iniciante
Masculino,24,86.8,26.6,28.65,Vegetariana,HIIT,3,Intermediário
Masculino,41,71.1,26.8,26.45,Baixo Carboidrato,Cardio,2,Intermediário
Masculino,46,40.1,17.1,12.96,Paleolítica,HIIT,2,Iniciante
Feminino,49,58.4,23.6,23.39,Balanceada,Força,5,Avançado
Feminino,44,58.1,27.5,19.63,Vegana,HIIT,4,Iniciante
Masculino,41,65.3,27.6,22.35,Vegana,Yoga,3,Intermediário
Masculino,32,49.7,21.9,18.94,Vegetariana,Yoga,2,Intermediário
Feminino,33,50.5,24.5,19.25,Paleolítica,Yoga,2,Intermediário
Masculino,38,59.4,18.0,17.73,Vegetariana,Cardio,3,Intermediário
Feminino,23,77.9,28.8,26.02,Vegetariana,Força,3,Intermediário
Masculino,38,45.3,18.1,16.04,Paleolítica,Força,2,Intermediário
Masculino,48,68.6,29.1,29.7,Balanceada,Força,3,Iniciante
Feminino,33,69.0,32.1,29.49,Vegana,Força,2,Iniciante
Feminino,55,125.4,35.0,38.69,Paleolítica,Cardio,4,Iniciante
Feminino,47,68.6,22.9,24.03,Paleolítica,Yoga,2,Iniciante
Masculino,58,61.2,24.8,20.44,Vegetariana,Yoga,3,Intermediário
Feminino,44,94.4,27.6,27.89,Vegana,HIIT,4,Intermediário
Feminino,44,61.4,25.4,25.54,Baixo Carboidrato,Força,3,Intermediário
Feminino,49,106.8,35.0,39.7,Vegetariana,Yoga,2,Intermediário
Feminino,40,69.6,24.6,17.57,Paleolítica,HIIT,4,Intermediário
Masculino,22,78.9,25.0,26.99,Balanceada,Yoga,3,Iniciante
Masculino,19,117.9,35.0,35.98,Paleolítica,Força,3,Iniciante
Masculino,33,56.2,27.9,23.69,Vegana,Yoga,3,Iniciante
Masculino,26,44.2,21.2,17.28,Vegetariana,HIIT,3,Iniciante
Masculino,23,71.1,26.4,24.04,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,30,84.8,23.9,22.3,Paleolítica,Força,5,Avançado
Masculino,49,46.4,14.8,15.67,Cetogênica,Força,4,Intermediário
Feminino,27,62.9,30.1,24.55,Paleolítica,HIIT,3,Intermediário
Masculino,35,57.7,16.8,18.41,Paleolítica,HIIT,4,Intermediário
Masculino,41,48.8,22.8,21.67,Vegetariana,Cardio,2,Iniciante
Feminino,43,68.6,30.7,29.3,Cetogênica,HIIT,4,Iniciante
Feminino,26,87.6,33.4,32.96,Balanceada,HIIT,5,Avançado
Feminino,45,64.1,27.1,27.02,Paleolítica,Força,4,Intermediário
Feminino,52,68.1,19.3,17.54,Vegana,Yoga,3,Intermediário
Masculino,47,87.0,30.6,32.34,Vegetariana,Cardio,3,Intermediário
Feminino,43,82.0,26.4,25.87,Baixo Carboidrato,Força,5,Intermediário
Feminino,50,51.0,21.4,13.02,Vegana,Yoga,2,Iniciante
Feminino,50,49.7,19.4,19.19,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,57,127.2,35.0,47.88,Vegetariana,Força,2,Iniciante
Feminino,21,61.9,22.7,18.9,Paleolítica,HIIT,4,Intermediário
Masculino,29,67.8,24.6,22.16,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,35,69.7,29.1,23.57,Cetogênica,HIIT,2,Iniciante
Feminino,34,68.5,26.5,24.55,Paleolítica,HIIT,2,Iniciante
Masculino,41,62.5,22.1,23.25,Baixo Carboidrato,Força,3,Avançado
Masculino,54,48.0,18.4,18.77,Balanceada,HIIT,3,Intermediário
Feminino,22,40.6,19.7,16.69,Vegetariana,Força,3,Intermediário
Feminino,36,73.8,22.3,24.36,Paleolítica,Yoga,2,Intermediário
Masculino,44,62.5,28.2,26.01,Balanceada,Cardio,3,Intermediário
Masculino,24,87.4,24.5,28.85,Balanceada,Yoga,4,Avançado
Feminino,41,72.9,25.1,21.76,Baixo Carboidrato,Yoga,2,Intermediário
Feminino,56,45.0,21.5,15.03,Paleolítica,HIIT,3,Iniciante
Feminino,26,111.2,29.7,30.79,Balanceada,Cardio,2,Iniciante
Masculino,48,84.2,28.8,25.43,Cetogênica,HIIT,4,Intermediário
Masculino,34,55.5,26.3,22.8,Paleolítica,Força,4,Avançado
Masculino,58,74.5,25.1,26.39,Vegetariana,Cardio,3,Intermediário
Feminino,29,60.7,24.2,25.27,Paleolítica,Força,3,Intermediário
Feminino,30,76.6,28.8,29.2,Baixo Carboidrato,Cardio,3,Iniciante
Feminino,31,60.5,27.5,21.96,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,57,122.8,33.7,34.37,Baixo Carboidrato,Força,2,Iniciante
Feminino,44,78.4,26.7,20.42,Balanceada,Yoga,3,Iniciante
Feminino,18,65.0,29.4,27.75,Vegetariana,Yoga,5,Avançado
Feminino,54,67.0,25.1,22.15,Paleolítica,HIIT,2,Iniciante
Feminino,53,50.4,20.7,19.46,Baixo Carboidrato,Cardio,1,Iniciante
Masculino,56,50.3,21.5,17.42,Vegana,Força,2,Iniciante
Masculino,38,61.4,26.0,25.91,Balanceada,HIIT,3,Intermediário
Feminino,28,94.8,28.7,27.39,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,29,68.0,26.2,23.53,Vegetariana,Yoga,1,Iniciante
Feminino,35,85.3,27.0,24.91,Paleolítica,Yoga,5,Avançado
Masculino,18,89.1,29.3,28.11,Vegetariana,HIIT,3,Iniciante
Feminino,59,65.6,26.0,28.4,Paleolítica,Cardio,3,Intermediário
Feminino,36,121.6,35.0,32.64,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,50,80.0,23.8,25.54,Paleolítica,Força,4,Avançado
Masculino,53,53.2,20.8,17.57,Paleolítica,Força,2,Intermediário
Feminino,52,85.5,28.8,28.23,Cetogênica,Força,4,Avançado
Masculino,23,88.2,23.8,24.19,Balanceada,HIIT,5,Avançado
Masculino,54,48.0,18.6,15.5,Paleolítica,Yoga,2,Iniciante
Masculino,57,59.3,28.4,23.74,Balanceada,Cardio,3,Avançado
Masculino,34,63.5,22.8,25.11,Vegetariana,HIIT,5,Intermediário
Feminino,30,61.3,21.5,19.8,Balanceada,Força,3,Avançado
Masculino,23,71.6,27.9,24.2,Cetogênica,Cardio,1,Iniciante
Feminino,45,63.9,23.6,24.64,Baixo Carboidrato,HIIT,3,Intermediário
Masculino,53,47.7,23.1,15.41,Balanceada,Yoga,4,Intermediário
Feminino,29,86.4,33.7,32.91,Cetogênica,HIIT,3,Intermediário
Masculino,28,67.2,24.1,24.11,Cetogênica,HIIT,2,Iniciante
Masculino,37,75.7,26.6,24.15,Cetogênica,Cardio,3,Intermediário
Feminino,20,120.7,35.0,40.32,Balanceada,Yoga,3,Iniciante
Masculino,30,64.2,18.8,18.36,Paleolítica,HIIT,1,Iniciante
Feminino,25,76.1,28.5,28.63,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,21,96.5,33.4,36.32,Paleolítica,HIIT,4,Iniciante
Masculino,57,126.5,35.0,47.62,Cetogênica,Força,2,Iniciante
Feminino,59,54.5,24.2,22.09,Cetogênica,Cardio,2,Iniciante
Masculino,24,95.7,29.4,26.52,Paleolítica,Força,4,Iniciante
Feminino,50,77.5,30.3,31.04,Vegana,Força,2,Iniciante
Masculino,29,72.1,28.5,30.0,Balanceada,Yoga,4,Iniciante
Masculino,27,76.6,27.8,24.73,Paleolítica,HIIT,2,Iniciante
Feminino,54,46.4,23.1,20.64,Paleolítica,Yoga,2,Iniciante
Masculino,28,87.7,25.9,24.56,Cetogênica,Cardio,4,Intermediário
Masculino,23,87.0,26.0,28.74,Baixo Carboidrato,Yoga,3,Avançado
Feminino,34,68.5,28.4,30.45,Vegana,Força,4,Iniciante
Masculino,38,59.9,18.9,17.88,Cetogênica,Yoga,4,Intermediário
Feminino,22,96.1,33.5,36.15,Vegana,Yoga,4,Intermediário
Feminino,56,82.3,28.0,28.83,Cetogênica,Cardio,3,Intermediário
Feminino,44,102.3,35.0,38.51,Vegana,Força,4,Iniciante
Masculino,32,87.6,26.3,24.78,Baixo Carboidrato,Cardio,5,Avançado
Masculino,43,95.2,27.5,28.12,Paleolítica,Cardio,4,Iniciante
Feminino,33,117.3,35.0,45.25,Paleolítica,Força,2,Intermediário
Feminino,36,58.1,26.5,21.59,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,49,78.9,29.7,26.37,Balanceada,HIIT,2,Iniciante
Masculino,19,94.5,29.1,27.61,Balanceada,Yoga,4,Intermediário
Masculino,27,79.2,35.0,31.74,Vegetariana,HIIT,3,Iniciante
Feminino,55,69.2,22.8,21.14,Baixo Carboidrato,Cardio,4,Iniciante
Masculino,34,101.2,35.0,32.68,Cetogênica,Yoga,2,Iniciante
Feminino,30,92.0,23.8,23.22,Vegetariana,HIIT,2,Iniciante
Masculino,25,111.7,34.2,30.95,Cetogênica,Yoga,1,Iniciante
Feminino,44,98.5,31.1,29.42,Vegetariana,Força,3,Iniciante
Masculino,28,48.7,24.4,19.76,Vegana,Força,3,Iniciante
Feminino,25,88.3,23.9,23.21,Vegana,HIIT,2,Iniciante
Masculino,21,50.5,25.1,19.97,Vegana,Cardio,2,Intermediário
Feminino,53,79.0,26.5,29.02,Vegetariana,Força,2,Iniciante
Masculino,43,66.4,23.0,19.39,Balanceada,Força,1,Iniciante
Feminino,43,76.8,23.9,20.82,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,59,51.1,17.1,13.43,Vegana,Força,2,Iniciante
Masculino,50,54.7,22.5,23.36,Vegana,Força,3,Intermediário
Masculino,18,65.5,29.9,28.34,Balanceada,Yoga,3,Iniciante
Feminino,54,71.5,23.7,22.55,Cetogênica,HIIT,1,Iniciante
Masculino,45,64.4,26.0,27.15,Balanceada,Cardio,3,Intermediário
Feminino,37,58.6,25.1,23.77,Vegana,Cardio,5,Avançado
Feminino,52,93.2,28.4,24.52,Cetogênica,Cardio,3,Iniciante
Masculino,21,86.5,24.6,24.74,Vegana,Força,3,Intermediário
Masculino,18,65.3,28.2,26.15,Balanceada,Cardio,2,Intermediário
Feminino,24,52.2,22.2,18.71,Paleolítica,HIIT,3,Iniciante
Masculino,39,57.2,23.0,19.58,Baixo Carboidrato,Cardio,5,Intermediário
Masculino,55,74.9,30.0,26.86,Vegana,HIIT,1,Iniciante
Feminino,20,50.7,19.0,17.34,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,48,73.7,27.9,28.42,Vegetariana,HIIT,3,Intermediário
Feminino,32,64.1,25.5,24.14,Cetogênica,Cardio,4,Intermediário
Feminino,53,48.5,18.3,15.65,Balanceada,Cardio,4,Iniciante
Masculino,27,62.6,25.7,24.43,Baixo Carboidrato,Força,2,Intermediário
Feminino,24,57.4,26.2,23.0,Vegana,Força,3,Intermediário
Feminino,51,74.9,29.3,28.19,Vegana,HIIT,3,Iniciante
Feminino,28,62.1,26.1,24.25,Vegetariana,Yoga,2,Intermediário
Feminino,49,64.6,21.9,20.16,Baixo Carboidrato,Força,3,Intermediário
Masculino,32,102.5,32.3,33.48,Paleolítica,Cardio,2,Iniciante
Masculino,29,81.1,22.3,20.48,Baixo Carboidrato,Cardio,1,Iniciante
