genero,idade,peso,percentual_de_gordura,imc,classificacao_imc,tipo_de_dieta,tipo_de_treino,frequencia_de_treino_semanal,nivel_de_experiencia
Masculino,51,69.8,29.6,29.05,Sobrepeso,Vegetariana,Cardio,3,Iniciante
Masculino,41,63.4,27.5,25.09,Sobrepeso,Vegetariana,Yoga,4,Avançado
Feminino,18,50.3,23.4,21.47,Peso Normal,Cetogênica,HIIT,3,Iniciante
Feminino,43,127.3,35.0,44.57,Obesidade Grau III,Cetogênica,Força,2,Intermediário
Masculino,33,64.5,21.8,24.29,Peso Normal,Vegetariana,HIIT,5,Avançado
Masculino,19,110.2,29.8,30.22,Obesidade Grau I,Vegetariana,Yoga,2,Iniciante
Masculino,35,64.4,24.3,21.27,Peso Normal,Cetogênica,Cardio,3,Intermediário
Feminino,20,55.3,19.7,17.45,Abaixo do Peso,Vegetariana,Yoga,2,Iniciante
Feminino,55,86.4,29.0,27.29,Sobrepeso,Balanceada,Yoga,2,Intermediário
Feminino,43,82.6,26.0,24.13,Peso Normal,Cetogênica,Força,4,Iniciante
Masculino,47,88.3,30.4,26.07,Sobrepeso,Cetogênica,Força,3,Intermediário
Masculino,34,68.3,24.8,30.34,Obesidade Grau I,Cetogênica,Força,4,Intermediário
Masculino,54,70.7,26.4,26.93,Sobrepeso,Vegana,Cardio,2,Iniciante
Masculino,19,74.5,30.5,29.84,Sobrepeso,Balanceada,HIIT,3,Intermediário
Masculino,39,59.5,20.6,17.76,Abaixo do Peso,Vegana,Força,3,Iniciante
Masculino,44,95.0,28.1,28.05,Sobrepeso,Paleolítica,Yoga,4,Intermediário
Masculino,37,80.9,26.0,27.65,Sobrepeso,Paleolítica,Cardio,5,Avançado
Masculino,41,81.0,27.0,23.18,Peso Normal,Cetogênica,HIIT,4,Avançado
Feminino,58,54.9,24.8,22.27,Peso Normal,Vegetariana,Yoga,3,Iniciante
Masculino,34,75.2,22.5,19.99,Peso Normal,Vegetariana,Força,3,Intermediário
Feminino,53,73.5,31.5,30.58,Obesidade Grau I,Cetogênica,Cardio,4,Intermediário
Masculino,31,84.8,28.0,31.52,Obesidade Grau I,Paleolítica,Yoga,4,Avançado
Feminino,25,49.7,13.2,12.67,Abaixo do Peso,Cetogênica,Força,2,Intermediário
Feminino,44,52.1,20.5,14.75,Abaixo do Peso,Baixo Carboidrato,Yoga,3,Intermediário
Masculino,41,66.0,23.4,23.11,Peso Normal,Vegana,Força,2,Iniciante
Masculino,54,43.0,18.1,15.04,Abaixo do Peso,Vegana,Força,2,Iniciante
Masculino,32,62.2,23.5,23.43,Peso Normal,Baixo Carboidrato,Força,4,Avançado
Masculino,29,72.2,26.1,30.06,Obesidade Grau I,Vegetariana,Yoga,4,Intermediário
Feminino,42,58.3,23.9,22.77,Peso Normal,Vegetariana,Força,2,Intermediário
Feminino,28,72.5,28.1,25.69,Sobrepeso,Cetogênica,Cardio,3,Intermediário
Masculino,18,72.3,31.7,30.5,Obesidade Grau I,Balanceada,Força,2,Iniciante
Feminino,54,114.9,32.4,31.18,Obesidade Grau I,Cetogênica,Yoga,4,Iniciante
Feminino,46,57.1,21.4,22.3,Peso Normal,Cetogênica,Cardio,3,Iniciante
Feminino,43,80.3,27.0,25.35,Sobrepeso,Vegana,Cardio,4,Intermediário
Feminino,59,54.1,21.7,17.67,Abaixo do Peso,Vegana,HIIT,4,Intermediário
Feminino,39,62.2,30.0,26.56,Sobrepeso,Baixo Carboidrato,Força,5,Avançado
Feminino,18,92.7,33.0,30.61,Obesidade Grau I,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,20,92.1,23.7,24.47,Peso Normal,Vegana,Yoga,2,Iniciante
Masculino,33,77.4,27.5,27.44,Sobrepeso,Paleolítica,Força,3,Intermediário
Masculino,50,57.9,23.4,23.19,Peso Normal,Vegana,HIIT,4,Avançado
Masculino,42,55.6,21.4,18.56,Peso Normal,Vegetariana,Yoga,5,Intermediário
Feminino,59,42.1,20.6,15.45,Abaixo do Peso,Paleolítica,Yoga,2,Iniciante
Masculino,28,87.3,24.5,28.18,Sobrepeso,Vegana,Força,3,Intermediário
Feminino,23,88.0,26.5,27.48,Sobrepeso,Balanceada,Yoga,4,Avançado
Feminino,33,63.8,25.1,24.03,Peso Normal,Vegetariana,HIIT,4,Avançado
Feminino,27,71.9,20.4,18.54,Peso Normal,Paleolítica,Cardio,3,Iniciante
Masculino,40,52.0,24.1,20.08,Peso Normal,Vegetariana,Força,2,Iniciante
Masculino,42,64.0,22.4,23.52,Peso Normal,Paleolítica,HIIT,2,Intermediário
Feminino,58,42.7,18.4,15.69,Abaixo do Peso,Balanceada,Cardio,1,Iniciante
Feminino,29,72.7,32.1,30.26,Obesidade Grau I,Vegetariana,Força,4,Intermediário
Feminino,48,43.9,20.0,16.31,Abaixo do Peso,Balanceada,HIIT,3,Intermediário
Masculino,26,54.9,18.6,19.45,Peso Normal,Vegetariana,Yoga,3,Iniciante
Feminino,26,108.8,31.2,33.57,Obesidade Grau I,Cetogênica,Força,4,Iniciante
Masculino,38,107.5,32.5,30.43,Obesidade Grau I,Balanceada,Força,2,Iniciante
Masculino,49,52.2,23.4,15.41,Abaixo do Peso,Vegetariana,Força,3,Iniciante
Masculino,18,65.6,30.5,26.28,Sobrepeso,Cetogênica,Força,3,Iniciante
Feminino,37,85.3,25.9,26.32,Sobrepeso,Vegetariana,HIIT,4,Avançado
Masculino,43,60.4,21.1,22.17,Peso Normal,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,23,42.6,17.7,13.91,Abaixo do Peso,Vegetariana,Yoga,2,Iniciante
Masculino,45,108.2,35.0,40.22,Obesidade Grau III,Paleolítica,HIIT,3,Iniciante
Feminino,39,70.5,28.9,29.36,Sobrepeso,Vegana,Cardio,3,Iniciante
Masculino,22,55.2,22.9,21.04,Peso Normal,Paleolítica,Cardio,4,Avançado
Feminino,51,64.9,32.5,28.47,Sobrepeso,Vegana,HIIT,4,Avançado
Feminino,24,73.1,27.7,23.61,Peso Normal,Vegetariana,Cardio,3,Iniciante
Feminino,55,84.9,30.6,26.48,Sobrepeso,Balanceada,Força,2,Iniciante
Masculino,19,65.4,28.4,28.31,Sobrepeso,Balanceada,HIIT,4,Intermediário
Feminino,56,75.5,27.7,27.06,Sobrepeso,Paleolítica,Yoga,2,Intermediário
Feminino,40,63.9,27.1,24.34,Peso Normal,Cetogênica,Força,2,Iniciante
Feminino,19,73.9,22.8,23.58,Peso Normal,Cetogênica,Força,2,Iniciante
Masculino,23,60.4,22.5,23.02,Peso Normal,Paleolítica,HIIT,4,Avançado
Masculino,51,78.9,30.2,31.23,Obesidade Grau I,Cetogênica,Yoga,3,Iniciante
Feminino,41,120.1,35.0,43.07,Obesidade Grau III,Vegana,HIIT,1,Iniciante
Masculino,28,49.0,24.7,19.9,Peso Normal,Vegana,Força,2,Iniciante
Feminino,29,56.0,24.3,21.6,Peso Normal,Baixo Carboidrato,Força,3,Iniciante
Feminino,35,83.9,22.6,22.29,Peso Normal,Cetogênica,Yoga,5,Avançado
Feminino,39,68.6,24.9,25.51,Sobrepeso,Vegana,Yoga,3,Intermediário
Masculino,50,57.5,14.6,15.76,Abaixo do Peso,Balanceada,Cardio,4,Intermediário
Feminino,36,88.4,27.7,30.97,Obesidade Grau I,Vegetariana,HIIT,5,Intermediário
Masculino,35,97.0,32.3,33.17,Obesidade Grau I,Baixo Carboidrato,HIIT,3,Intermediário
Feminino,47,62.1,28.1,26.17,Sobrepeso,Paleolítica,Cardio,4,Intermediário
Feminino,56,67.9,28.5,27.19,Sobrepeso,Balanceada,HIIT,1,Iniciante
Masculino,25,53.6,26.5,22.9,Peso Normal,Paleolítica,Força,3,Iniciante
Feminino,27,51.8,21.6,20.0,Peso Normal,Vegetariana,Yoga,3,Intermediário
Masculino,46,52.7,24.4,19.35,Peso Normal,Cetogênica,Yoga,1,Iniciante
Masculino,45,61.6,24.3,21.06,Peso Normal,Vegana,Força,3,Avançado
Masculino,18,64.4,23.2,19.45,Peso Normal,Balanceada,Cardio,2,Intermediário
Feminino,32,78.8,28.7,28.59,Sobrepeso,Cetogênica,Yoga,4,Intermediário
Masculino,27,102.3,32.9,30.22,Obesidade Grau I,Cetogênica,Força,3,Iniciante
Masculino,38,86.5,29.9,26.13,Sobrepeso,Cetogênica,Força,5,Avançado
Masculino,37,83.0,26.5,27.42,Sobrepeso,Paleolítica,HIIT,4,Avançado
Masculino,38,71.8,22.1,22.92,Peso Normal,Paleolítica,Yoga,2,Iniciante
Feminino,23,86.4,25.1,28.22,Sobrepeso,Balanceada,Yoga,3,Intermediário
Feminino,46,87.1,35.0,32.38,Obesidade Grau I,Cetogênica,HIIT,4,Intermediário
Feminino,56,68.3,29.9,28.06,Sobrepeso,Cetogênica,Força,4,Intermediário
Masculino,18,51.0,20.2,18.06,Abaixo do Peso,Cetogênica,HIIT,2,Intermediário
Masculino,35,78.3,31.0,28.06,Sobrepeso,Vegetariana,Yoga,3,Intermediário
Feminino,48,45.1,18.6,14.9,Abaixo do Peso,Paleolítica,Yoga,3,Iniciante
Feminino,26,75.6,27.0,24.41,Peso Normal,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,34,75.6,24.9,20.08,Peso Normal,Baixo Carboidrato,Cardio,4,Iniciante
Masculino,34,54.3,27.8,23.5,Peso Normal,Paleolítica,Cardio,3,Iniciante
Feminino,54,49.9,22.0,19.26,Peso Normal,Vegetariana,HIIT,1,Iniciante
Masculino,30,58.0,24.1,23.82,Peso Normal,Cetogênica,Força,5,Avançado
Masculino,21,58.0,19.7,19.61,Peso Normal,Baixo Carboidrato,Yoga,3,Intermediário
Masculino,45,95.3,28.2,28.78,Sobrepeso,Balanceada,Força,2,Iniciante
Feminino,31,87.0,28.0,30.48,Obesidade Grau I,Vegetariana,HIIT,3,Avançado
Masculino,32,73.7,26.2,23.8,Peso Normal,Baixo Carboidrato,HIIT,4,Intermediário
Masculino,56,64.0,19.8,22.43,Peso Normal,Paleolítica,Yoga,5,Intermediário
Masculino,28,101.4,31.6,29.94,Obesidade Grau III,Cetogênica,HIIT,3,Iniciante
Masculino,22,95.9,35.0,36.11,Obesidade Grau II,Vegana,Cardio,3,Intermediário
Feminino,52,65.7,29.3,28.45,Sobrepeso,Cetogênica,Força,4,Iniciante
Masculino,55,54.8,18.8,14.86,Abaixo do Peso,Cetogênica,Yoga,3,Iniciante
Masculino,53,94.4,24.6,24.82,Peso Normal,Vegetariana,Cardio,3,Iniciante
Masculino,38,105.6,26.7,26.67,Sobrepeso,Vegana,HIIT,2,Iniciante
Masculino,23,117.1,34.3,36.56,Obesidade Grau II,Cetogênica,Força,4,Iniciante
Feminino,31,65.6,25.4,24.99,Obesidade Grau III,Vegetariana,HIIT,2,Iniciante
Masculino,39,61.4,21.0,22.54,Peso Normal,Cetogênica,Força,2,Iniciante
Masculino,20,128.8,30.8,34.94,Obesidade Grau III,Paleolítica,Yoga,2,Iniciante
Feminino,18,118.9,35.0,44.22,Obesidade Grau III,Vegetariana,HIIT,2,Iniciante
Feminino,34,92.2,30.5,29.77,Sobrepeso,Cetogênica,Força,2,Iniciante
Feminino,19,82.6,24.5,21.5,Peso Normal,Paleolítica,Cardio,5,Intermediário
Masculino,53,67.5,33.5,28.47,Sobrepeso,Paleolítica,HIIT,2,Iniciante
Feminino,41,61.8,22.0,22.98,Peso Normal,Paleolítica,Força,4,Avançado
Feminino,46,59.4,23.4,20.55,Peso Normal,Balanceada,HIIT,3,Avançado
Feminino,28,87.6,22.4,23.5,Peso Normal,Vegetariana,HIIT,4,Avançado
Masculino,51,63.0,27.8,23.99,Peso Normal,Vegana,Força,4,Intermediário
Masculino,40,72.0,34.7,28.13,Sobrepeso,Paleolítica,Yoga,2,Iniciante
Masculino,21,62.4,20.1,18.43,Abaixo do Peso,Baixo Carboidrato,Força,3,Iniciante
Feminino,24,40.6,17.0,15.11,Abaixo do Peso,Cetogênica,Força,1,Iniciante
Masculino,41,66.3,25.8,23.21,Peso Normal,Vegana,Força,2,Iniciante
Feminino,33,92.1,30.6,29.72,Sobrepeso,Paleolítica,Yoga,2,Iniciante
Masculino,48,128.9,35.0,49.73,Obesidade Grau III,Baixo Carboidrato,HIIT,3,Iniciante
Feminino,21,93.2,33.1,31.12,Obesidade Grau I,Cetogênica,Cardio,1,Iniciante
Masculino,18,92.1,30.7,30.42,Obesidade Grau I,Vegetariana,Cardio,2,Iniciante
Masculino,54,77.8,23.8,21.56,Peso Normal,Balanceada,Cardio,2,Iniciante
Feminino,27,54.9,19.3,17.14,Abaixo do Peso,Paleolítica,HIIT,4,Avançado
Feminino,24,57.5,26.7,23.02,Peso Normal,Vegana,Força,2,Intermediário
Masculino,35,69.0,27.9,25.33,Sobrepeso,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,27,109.8,35.0,34.27,Obesidade Grau I,Vegetariana,Força,3,Intermediário
Masculino,59,96.7,32.2,33.08,Obesidade Grau I,Cetogênica,HIIT,3,Iniciante
Feminino,56,125.5,35.0,36.26,Obesidade Grau II,Cetogênica,HIIT,3,Iniciante
Feminino,39,72.3,29.2,28.25,Sobrepeso,Vegetariana,Cardio,2,Iniciante
Feminino,34,76.4,29.0,29.83,Sobrepeso,Vegetariana,Cardio,2,Iniciante
Feminino,25,76.6,23.8,23.89,Peso Normal,Cetogênica,HIIT,2,Iniciante
Masculino,46,60.4,20.0,20.66,Peso Normal,Vegana,Cardio,3,Avançado
Masculino,45,73.5,28.1,24.28,Peso Normal,Balanceada,Cardio,3,Iniciante
Feminino,23,40.1,18.6,14.92,Abaixo do Peso,Balanceada,Yoga,1,Iniciante
Masculino,43,48.5,21.8,18.7,Peso Normal,Baixo Carboidrato,Força,2,Iniciante
Masculino,32,83.9,27.5,27.71,Sobrepeso,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,45,51.1,17.5,14.61,Abaixo do Peso,Vegana,Yoga,3,Iniciante
Feminino,28,87.0,28.8,27.46,Sobrepeso,Balanceada,Força,3,Intermediário
Masculino,30,90.0,33.1,32.67,Obesidade Grau I,Paleolítica,Yoga,3,Intermediário
Feminino,43,54.5,19.8,18.2,Abaixo do Peso,Balanceada,Yoga,5,Avançado
Feminino,47,86.1,26.6,21.75,Peso Normal,Baixo Carboidrato,Yoga,3,Avançado
Masculino,18,64.1,27.5,25.36,Sobrepeso,Vegetariana,Yoga,4,Intermediário
Feminino,32,74.5,24.1,24.06,Peso Normal,Vegana,HIIT,4,Intermediário
Feminino,45,79.5,22.5,20.92,Peso Normal,Paleolítica,HIIT,3,Intermediário
Feminino,42,78.7,24.7,21.12,Peso Normal,Baixo Carboidrato,Cardio,1,Iniciante
Feminino,52,105.6,26.6,26.66,Sobrepeso,Paleolítica,Cardio,2,Iniciante
Feminino,55,39.7,16.3,12.26,Abaixo do Peso,Baixo Carboidrato,Força,4,Iniciante
Feminino,26,76.8,30.8,26.57,Sobrepeso,Paleolítica,Força,3,Iniciante
Masculino,22,78.7,28.9,27.23,Sobrepeso,Paleolítica,HIIT,4,Intermediário
Feminino,42,63.8,21.0,16.27,Abaixo do Peso,Baixo Carboidrato,Yoga,1,Iniciante
Masculino,24,81.3,21.3,21.39,Peso Normal,Vegetariana,Yoga,3,Avançado
Feminino,53,115.5,29.9,31.33,Obesidade Grau I,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,47,97.9,29.2,27.12,Sobrepeso,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,49,95.7,34.5,36.91,Obesidade Grau II,Cetogênica,HIIT,3,Iniciante
Feminino,36,77.2,26.8,23.3,Peso Normal,Vegetariana,Cardio,3,Intermediário
Masculino,52,51.7,21.4,17.06,Abaixo do Peso,Balanceada,Força,2,Intermediário
Masculino,33,64.4,22.4,20.31,Peso Normal,Cetogênica,Yoga,4,Intermediário
Masculino,43,70.8,27.7,25.7,Sobrepeso,Cetogênica,Yoga,1,Iniciante
Masculino,28,125.5,32.2,31.07,Obesidade Grau I,Vegetariana,HIIT,3,Intermediário
Masculino,21,96.1,31.9,32.5,Obesidade Grau I,Vegana,Cardio,3,Iniciante
Feminino,38,42.5,20.4,13.87,Abaixo do Peso,Vegetariana,Força,2,Iniciante
Masculino,51,80.6,34.1,35.33,Obesidade Grau II,Balanceada,Força,2,Iniciante
Feminino,52,104.9,35.0,39.97,Obesidade Grau III,Paleolítica,Força,2,Iniciante
Masculino,19,49.0,20.6,17.35,Abaixo do Peso,Vegana,Força,3,Iniciante
Feminino,42,79.7,27.1,21.4,Peso Normal,Vegetariana,HIIT,2,Iniciante
Masculino,51,63.5,30.6,26.76,Sobrepeso,Vegetariana,Força,3,Iniciante
Feminino,39,57.9,23.1,20.02,Peso Normal,Cetogênica,Força,4,Iniciante
Masculino,42,50.2,19.8,18.67,Peso Normal,Vegetariana,Cardio,3,Iniciante
Feminino,36,85.5,23.1,24.2,Peso Normal,Paleolítica,Cardio,5,Avançado
Feminino,51,48.0,22.6,13.87,Abaixo do Peso,Paleolítica,Cardio,2,Iniciante
Feminino,18,63.2,23.1,23.81,Peso Normal,Balanceada,HIIT,2,Iniciante
Feminino,56,50.7,20.1,17.53,Abaixo do Peso,Baixo Carboidrato,Cardio,1,Iniciante
Masculino,24,88.0,24.1,23.15,Peso Normal,Paleolítica,HIIT,2,Iniciante
Feminino,42,71.8,28.8,25.15,Sobrepeso,Paleolítica,Yoga,3,Intermediário
Feminino,41,76.5,22.4,19.72,Peso Normal,Vegetariana,Yoga,3,Iniciante
Masculino,57,62.3,27.6,26.97,Sobrepeso,Baixo Carboidrato,Cardio,3,Iniciante
Feminino,42,61.4,21.0,17.38,Abaixo do Peso,Cetogênica,Cardio,3,Iniciante
Masculino,38,123.4,35.0,47.02,Obesidade Grau III,Baixo Carboidrato,Yoga,4,Iniciante
Masculino,18,60.4,23.0,23.88,Peso Normal,Balanceada,Cardio,2,Iniciante
Feminino,40,58.0,31.7,23.84,Peso Normal,Vegetariana,Força,2,Iniciante
Feminino,18,127.5,30.9,34.24,Obesidade Grau I,Vegana,HIIT,4,Iniciante
Feminino,39,58.5,19.2,14.77,Abaixo do Peso,Vegetariana,Força,3,Iniciante
Masculino,28,126.1,30.8,31.52,Obesidade Grau I,Baixo Carboidrato,HIIT,3,Iniciante
Feminino,50,100.6,34.9,36.09,Obesidade Grau II,Cetogênica,Yoga,1,Iniciante
Masculino,50,57.1,20.3,15.66,Abaixo do Peso,Baixo Carboidrato,Cardio,4,Intermediário
Feminino,49,67.3,25.0,21.98,Peso Normal,Baixo Carboidrato,Yoga,3,Iniciante
Masculino,43,48.5,18.5,15.67,Abaixo do Peso,Baixo Carboidrato,Cardio,1,Iniciante
Masculino,55,79.8,29.1,28.96,Sobrepeso,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,32,87.3,25.9,24.71,Peso Normal,Balanceada,Força,5,Avançado
Masculino,49,56.3,25.8,21.98,Peso Normal,Vegana,Força,5,Intermediário
Feminino,52,53.8,20.8,17.75,Abaixo do Peso,Vegetariana,Cardio,3,Iniciante
Feminino,26,53.6,25.0,22.91,Peso Normal,Cetogênica,Cardio,2,Iniciante
Masculino,34,51.8,19.6,16.35,Abaixo do Peso,Baixo Carboidrato,Cardio,4,Iniciante
Feminino,23,58.6,27.6,25.7,Sobrepeso,Paleolítica,Força,1,Iniciante
Feminino,42,66.2,21.0,19.33,Peso Normal,Cetogênica,HIIT,1,Iniciante
Feminino,35,64.6,28.2,25.55,Sobrepeso,Vegana,Força,5,Avançado
Feminino,24,81.4,22.2,21.42,Peso Normal,Vegetariana,HIIT,3,Avançado
Masculino,39,102.7,27.0,27.28,Sobrepeso,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,47,41.2,20.2,16.49,Abaixo do Peso,Vegetariana,Força,4,Intermediário
Feminino,45,94.8,30.5,28.62,Sobrepeso,Vegana,HIIT,2,Intermediário
Masculino,25,87.0,25.4,24.88,Peso Normal,Vegetariana,HIIT,3,Avançado
Feminino,47,79.5,27.4,25.38,Sobrepeso,Vegetariana,Cardio,3,Iniciante
Masculino,55,44.4,15.6,14.84,Abaixo do Peso,Vegetariana,Força,2,Iniciante
Feminino,57,111.9,35.0,43.16,Obesidade Grau III,Vegetariana,HIIT,2,Intermediário
Feminino,28,68.3,25.3,23.63,Peso Normal,Balanceada,HIIT,2,Iniciante
Masculino,58,122.7,30.0,34.36,Obesidade Grau I,Paleolítica,Yoga,3,Iniciante
Masculino,41,94.5,26.5,23.62,Peso Normal,Cetogênica,HIIT,3,Iniciante
Masculino,44,125.4,35.0,36.26,Obesidade Grau II,Baixo Carboidrato,HIIT,3,Intermediário
Feminino,46,58.7,21.9,20.33,Peso Normal,Baixo Carboidrato,Yoga,4,Intermediário
Masculino,26,61.9,23.0,19.09,Peso Normal,Paleolítica,Força,2,Iniciante
Feminino,18,63.6,27.4,27.19,Sobrepeso,Paleolítica,HIIT,2,Intermediário
Feminino,37,69.6,28.9,30.92,Obesidade Grau I,Balanceada,HIIT,1,Iniciante
Masculino,43,98.5,28.4,29.42,Sobrepeso,Vegana,Cardio,3,Intermediário
Masculino,18,83.5,22.9,24.67,Peso Normal,Balanceada,HIIT,5,Avançado
Masculino,53,55.1,19.8,17.8,Abaixo do Peso,Paleolítica,Força,4,Intermediário
Masculino,22,96.7,35.0,36.39,Obesidade Grau II,Vegetariana,HIIT,3,Iniciante
Masculino,21,63.8,25.8,26.88,Sobrepeso,Vegetariana,Força,4,Intermediário
Feminino,48,84.2,30.4,29.84,Sobrepeso,Vegana,Yoga,3,Intermediário
Feminino,32,74.4,27.9,24.03,Peso Normal,Balanceada,HIIT,4,Intermediário
Feminino,37,68.5,20.1,18.58,Peso Normal,Balanceada,Cardio,4,Intermediário
Feminino,55,88.0,29.1,30.1,Obesidade Grau I,Cetogênica,Força,3,Intermediário
Feminino,36,70.4,31.2,25.88,Sobrepeso,Cetogênica,Força,2,Iniciante
Masculino,53,67.0,28.2,28.26,Sobrepeso,Vegana,Força,2,Iniciante
Masculino,59,70.4,24.7,24.96,Obesidade Grau III,Balanceada,Cardio,2,Intermediário
Masculino,49,55.6,23.7,23.13,Peso Normal,Cetogênica,Força,4,Avançado
Masculino,18,73.0,22.7,22.78,Peso Normal,Paleolítica,HIIT,2,Iniciante
Masculino,37,88.6,26.4,27.65,Sobrepeso,Vegetariana,Cardio,5,Avançado
Feminino,28,63.0,27.9,24.59,Peso Normal,Cetogênica,Força,3,Iniciante
Masculino,37,61.1,26.9,25.44,Sobrepeso,Cetogênica,Força,3,Intermediário
Feminino,55,71.5,28.1,27.24,Sobrepeso,Cetogênica,Força,3,Iniciante
Masculino,24,86.8,26.6,28.65,Sobrepeso,Vegetariana,HIIT,3,Intermediário
Masculino,41,71.1,26.8,26.45,Sobrepeso,Baixo Carboidrato,Cardio,2,Intermediário
Masculino,46,40.1,17.1,12.96,Abaixo do Peso,Paleolítica,HIIT,2,Iniciante
Feminino,49,58.4,23.6,23.39,Peso Normal,Balanceada,Força,5,Avançado
Feminino,44,58.1,27.5,19.63,Peso Normal,Vegana,HIIT,4,Iniciante
Masculino,41,65.3,27.6,22.35,Peso Normal,Vegana,Yoga,3,Intermediário
Masculino,32,49.7,21.9,18.94,Peso Normal,Vegetariana,Yoga,2,Intermediário
Feminino,33,50.5,24.5,19.25,Peso Normal,Paleolítica,Yoga,2,Intermediário
Masculino,38,59.4,18.0,17.73,Abaixo do Peso,Vegetariana,Cardio,3,Intermediário
Feminino,23,77.9,28.8,26.02,Sobrepeso,Vegetariana,Força,3,Intermediário
Masculino,38,45.3,18.1,16.04,Abaixo do Peso,Paleolítica,Força,2,Intermediário
Masculino,48,68.6,29.1,29.7,Sobrepeso,Balanceada,Força,3,Iniciante
Feminino,33,69.0,32.1,29.49,Sobrepeso,Vegana,Força,2,Iniciante
Feminino,55,125.4,35.0,38.69,Obesidade Grau II,Paleolítica,Cardio,4,Iniciante
Feminino,47,68.6,22.9,24.03,Peso Normal,Paleolítica,Yoga,2,Iniciante
Masculino,58,61.2,24.8,20.44,Peso Normal,Vegetariana,Yoga,3,Intermediário
Feminino,44,94.4,27.6,27.89,Sobrepeso,Vegana,HIIT,4,Intermediário
Feminino,44,61.4,25.4,25.54,Sobrepeso,Baixo Carboidrato,Força,3,Intermediário
Feminino,49,106.8,35.0,39.7,Obesidade Grau II,Vegetariana,Yoga,2,Intermediário
Feminino,40,69.6,24.6,17.57,Abaixo do Peso,Paleolítica,HIIT,4,Intermediário
Masculino,22,78.9,25.0,26.99,Sobrepeso,Balanceada,Yoga,3,Iniciante
Masculino,19,117.9,35.0,35.98,Obesidade Grau II,Paleolítica,Força,3,Iniciante
Masculino,33,56.2,27.9,23.69,Peso Normal,Vegana,Yoga,3,Iniciante
Masculino,26,44.2,21.2,17.28,Abaixo do Peso,Vegetariana,HIIT,3,Iniciante
Masculino,23,71.1,26.4,24.04,Peso Normal,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,30,84.8,23.9,22.3,Peso Normal,Paleolítica,Força,5,Avançado
Masculino,49,46.4,14.8,15.67,Abaixo do Peso,Cetogênica,Força,4,Intermediário
Feminino,27,62.9,30.1,24.55,Peso Normal,Paleolítica,HIIT,3,Intermediário
Masculino,35,57.7,16.8,18.41,Abaixo do Peso,Paleolítica,HIIT,4,Intermediário
Masculino,41,48.8,22.8,21.67,Peso Normal,Vegetariana,Cardio,2,Iniciante
Feminino,43,68.6,30.7,29.3,Sobrepeso,Cetogênica,HIIT,4,Iniciante
Feminino,26,87.6,33.4,32.96,Obesidade Grau I,Balanceada,HIIT,5,Avançado
Feminino,45,64.1,27.1,27.02,Sobrepeso,Paleolítica,Força,4,Intermediário
Feminino,52,68.1,19.3,17.54,Abaixo do Peso,Vegana,Yoga,3,Intermediário
Masculino,47,87.0,30.6,32.34,Obesidade Grau I,Vegetariana,Cardio,3,Intermediário
Feminino,43,82.0,26.4,25.87,Sobrepeso,Baixo Carboidrato,Força,5,Intermediário
Feminino,50,51.0,21.4,13.02,Abaixo do Peso,Vegana,Yoga,2,Iniciante
Feminino,50,49.7,19.4,19.19,Peso Normal,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,57,127.2,35.0,47.88,Obesidade Grau III,Vegetariana,Força,2,Iniciante
Feminino,21,61.9,22.7,18.9,Peso Normal,Paleolítica,HIIT,4,Intermediário
Masculino,29,67.8,24.6,22.16,Peso Normal,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,35,69.7,29.1,23.57,Peso Normal,Cetogênica,HIIT,2,Iniciante
Feminino,34,68.5,26.5,24.55,Peso Normal,Paleolítica,HIIT,2,Iniciante
Masculino,41,62.5,22.1,23.25,Peso Normal,Baixo Carboidrato,Força,3,Avançado
Masculino,54,48.0,18.4,18.77,Peso Normal,Balanceada,HIIT,3,Intermediário
Feminino,22,40.6,19.7,16.69,Abaixo do Peso,Vegetariana,Força,3,Intermediário
Feminino,36,73.8,22.3,24.36,Peso Normal,Paleolítica,Yoga,2,Intermediário
Masculino,44,62.5,28.2,26.01,Sobrepeso,Balanceada,Cardio,3,Intermediário
Masculino,24,87.4,24.5,28.85,Sobrepeso,Balanceada,Yoga,4,Avançado
Feminino,41,72.9,25.1,21.76,Peso Normal,Baixo Carboidrato,Yoga,2,Intermediário
Feminino,56,45.0,21.5,15.03,Abaixo do Peso,Paleolítica,HIIT,3,Iniciante
Feminino,26,111.2,29.7,30.79,Obesidade Grau I,Balanceada,Cardio,2,Iniciante
Masculino,48,84.2,28.8,25.43,Sobrepeso,Cetogênica,HIIT,4,Intermediário
Masculino,34,55.5,26.3,22.8,Peso Normal,Paleolítica,Força,4,Avançado
Masculino,58,74.5,25.1,26.39,Sobrepeso,Vegetariana,Cardio,3,Intermediário
